,S&P 500,S&P 500 Utilities (Sector),S&P 500 Performance (%),S&P 500 Utilities (Sector) Performance (%),S&P 500 Utilities (Sector) Outperform/Underperform,overall,utilities and public transportation,fuels and utilities,shelter
2007-12-13,1488.41,221.77999900000003,6.49147158147787,9.531807280359693,OUTPERFORM,212.174,193.922,205.90900000000002,244.56400000000002
2007-12-14,1467.95,218.350006,5.738755870573664,7.413423393415108,OUTPERFORM,212.174,193.922,205.90900000000002,244.56400000000002
2007-12-17,1445.9,215.580002,3.015146981290706,5.207163043147478,OUTPERFORM,212.174,193.922,205.90900000000002,244.56400000000002
2007-12-18,1454.98,218.729996,3.701961455126024,7.241610361388151,OUTPERFORM,212.174,193.922,205.90900000000002,244.56400000000002
2007-12-19,1453.0,217.320007,3.147672255902756,5.643867388522339,OUTPERFORM,212.174,193.922,205.90900000000002,244.56400000000002
2007-12-20,1460.12,217.550003,2.567488778212512,6.0495291315664,OUTPERFORM,212.174,193.922,205.90900000000002,244.56400000000002
2007-12-21,1484.46,219.190002,4.147051601361085,6.186418042693709,OUTPERFORM,212.174,193.922,205.90900000000002,244.56400000000002
2007-12-24,1496.45,219.25999500000003,4.894051015329826,5.01460910533198,OUTPERFORM,212.174,193.922,205.90900000000002,244.56400000000002
2007-12-26,1497.66,218.309998,5.961511249469353,4.2152005769562795,UNDERPERFORM,212.174,193.922,205.90900000000002,244.56400000000002
2007-12-27,1476.27,216.330002,6.152253165649202,3.319322205575448,UNDERPERFORM,212.174,193.922,205.90900000000002,244.56400000000002
2007-12-28,1478.49,218.0,6.034352924301656,3.6367928603719513,UNDERPERFORM,212.174,193.922,205.90900000000002,244.56400000000002
2007-12-31,1468.36,216.110001,6.717638251945934,4.780606545454558,UNDERPERFORM,212.174,193.922,205.90900000000002,244.56400000000002
2008-01-02,1447.16,213.169998,4.461688381997342,2.5990248332478316,UNDERPERFORM,212.687,195.118,207.983,244.926
2008-01-03,1447.16,213.850006,4.049351471053475,2.9560439040378084,UNDERPERFORM,212.687,195.118,207.983,244.926
2008-01-04,1411.63,214.600006,0.9561884055898195,2.605791133802282,OUTPERFORM,212.687,195.118,207.983,244.926
2008-01-07,1416.18,219.179993,1.1282651851640235,4.890881344581888,OUTPERFORM,212.687,195.118,207.983,244.926
2008-01-08,1390.19,219.77999900000003,0.32619599183065784,6.271457436985228,OUTPERFORM,212.687,195.118,207.983,244.926
2008-01-09,1409.13,222.570007,2.2850506296955064,8.253891296092664,OUTPERFORM,212.687,195.118,207.983,244.926
2008-01-10,1420.33,221.490005,3.131716526285211,6.526552102025329,OUTPERFORM,212.687,195.118,207.983,244.926
2008-01-11,1401.02,219.880005,-0.21580428047434097,4.580263971462539,OUTPERFORM,212.687,195.118,207.983,244.926
2008-01-14,1416.25,220.479996,4.083987418055668,7.6404793473565435,OUTPERFORM,212.687,195.118,207.983,244.926
2008-01-15,1380.95,217.899994,1.4092057337563135,4.754578740314863,OUTPERFORM,212.687,195.118,207.983,244.926
2008-01-16,1373.2,214.490005,1.086540443449846,3.001344530317307,OUTPERFORM,212.687,195.118,207.983,244.926
2008-01-17,1333.25,206.360001,-0.16772869882963892,0.04363067739117099,OUTPERFORM,212.687,195.118,207.983,244.926
2008-01-18,1325.19,202.830002,-1.095628680394356,-1.6200203872534291,UNDERPERFORM,212.687,195.118,207.983,244.926
2008-01-22,1310.5,196.009995,-3.6418314301890353,-6.304972365750084,UNDERPERFORM,212.687,195.118,207.983,244.926
2008-01-23,1338.6,202.800003,-1.5836605055362107,-3.050000102065209,UNDERPERFORM,212.687,195.118,207.983,244.926
2008-01-24,1352.07,197.199997,0.08438631165197386,-5.763164622076955,UNDERPERFORM,212.687,195.118,207.983,244.926
2008-01-25,1330.61,193.809998,-0.5381930169456095,-7.067851732421215,UNDERPERFORM,212.687,195.118,207.983,244.926
2008-01-28,1353.96,196.649994,0.8288465405151824,-6.464046174275917,UNDERPERFORM,212.687,195.118,207.983,244.926
2008-01-29,1362.3,197.389999,3.3666431449318246,-4.63329654330461,UNDERPERFORM,212.687,195.118,207.983,244.926
2008-01-30,1355.81,196.990005,2.8687405159332213,-5.66064513826584,UNDERPERFORM,212.687,195.118,207.983,244.926
2008-01-31,1378.55,201.059998,4.8893318826134236,-3.364414143654848,UNDERPERFORM,212.687,195.118,207.983,244.926
2008-02-01,1395.42,204.25,5.556101878257458,-2.296102813258516,UNDERPERFORM,212.687,195.118,207.983,244.926
2008-02-04,1380.82,207.369995,7.611736741612418,1.9568297455963002,UNDERPERFORM,213.44799999999998,197.114,211.852,245.65900000000002
2008-02-05,1336.64,200.039993,4.557330371251123,-1.0388869152017643,UNDERPERFORM,213.44799999999998,197.114,211.852,245.65900000000002
2008-02-06,1326.45,199.729996,3.628906250000008,-3.390736592078536,UNDERPERFORM,213.44799999999998,197.114,211.852,245.65900000000002
2008-02-07,1336.91,198.889999,4.0469760527974685,-4.398189919185402,UNDERPERFORM,213.44799999999998,197.114,211.852,245.65900000000002
2008-02-08,1331.29,197.789993,5.5306297165324425,-4.361493683685447,UNDERPERFORM,213.44799999999998,197.114,211.852,245.65900000000002
2008-02-11,1339.13,199.429993,6.036107371921773,-2.854498611629852,UNDERPERFORM,213.44799999999998,197.114,211.852,245.65900000000002
2008-02-12,1348.86,201.699997,7.709752377606183,-0.8942644281787704,UNDERPERFORM,213.44799999999998,197.114,211.852,245.65900000000002
2008-02-13,1367.21,201.710007,7.341603203266067,-1.3063890472064577,UNDERPERFORM,213.44799999999998,197.114,211.852,245.65900000000002
2008-02-14,1348.86,199.580002,8.369152158368731,-3.2151713180437413,UNDERPERFORM,213.44799999999998,197.114,211.852,245.65900000000002
2008-02-15,1349.99,200.419998,7.707098349276764,-3.2815379631235486,UNDERPERFORM,213.44799999999998,197.114,211.852,245.65900000000002
2008-02-19,1348.78,199.970001,8.817336162453904,-2.690997080291968,UNDERPERFORM,213.44799999999998,197.114,211.852,245.65900000000002
2008-02-20,1360.03,198.809998,10.724578685988773,-1.9819572846032862,UNDERPERFORM,213.44799999999998,197.114,211.852,245.65900000000002
2008-02-21,1342.53,196.520004,10.50448181346766,-2.6405755965149713,UNDERPERFORM,213.44799999999998,197.114,211.852,245.65900000000002
2008-02-22,1353.11,198.809998,8.652116657030895,0.40908989898991166,UNDERPERFORM,213.44799999999998,197.114,211.852,245.65900000000002
2008-02-25,1371.8,198.399994,8.845372603783176,1.8375869373621345,UNDERPERFORM,213.44799999999998,197.114,211.852,245.65900000000002
2008-02-26,1381.29,201.300003,9.567059047498173,2.4583915994381256,UNDERPERFORM,213.44799999999998,197.114,211.852,245.65900000000002
2008-02-27,1380.02,197.580002,9.525396825396815,-0.6136825863126361,UNDERPERFORM,213.44799999999998,197.114,211.852,245.65900000000002
2008-02-28,1367.68,196.330002,7.101018010963189,-1.1280681477741972,UNDERPERFORM,213.44799999999998,197.114,211.852,245.65900000000002
2008-02-29,1330.63,190.380005,3.7779112300049267,-1.871032469229228,UNDERPERFORM,213.44799999999998,197.114,211.852,245.65900000000002
2008-03-03,1331.34,192.610001,6.291216248582887,-0.051894554702591744,UNDERPERFORM,213.942,199.824,216.613,245.608
2008-03-04,1326.75,195.520004,5.4851481999745655,2.0885546765130547,UNDERPERFORM,213.942,199.824,216.613,245.608
2008-03-05,1333.7,195.619995,8.047019937295952,2.3331193276183493,UNDERPERFORM,213.942,199.824,216.613,245.608
2008-03-06,1304.34,191.279999,3.256808106396436,-0.3334717625413819,UNDERPERFORM,213.942,199.824,216.613,245.608
2008-03-07,1293.37,190.5,0.7093579181785437,-2.1772645019701997,UNDERPERFORM,213.942,199.824,216.613,245.608
2008-03-10,1273.37,189.220001,0.47262857233030253,-2.3481462073975057,UNDERPERFORM,213.942,199.824,216.613,245.608
2008-03-11,1320.65,195.210007,4.787710960001923,4.206483166535158,UNDERPERFORM,213.942,199.824,216.613,245.608
2008-03-12,1308.77,192.639999,4.784589394800687,4.101591935667237,UNDERPERFORM,213.942,199.824,216.613,245.608
2008-03-13,1315.48,192.990005,2.381545358321402,2.763579295576468,OUTPERFORM,213.942,199.824,216.613,245.608
2008-03-14,1288.14,190.089996,-0.08144648965628942,1.6143630122385177,OUTPERFORM,213.942,199.824,216.613,245.608
2008-03-17,1276.6,191.199997,0.8317075675120522,2.388343086956657,OUTPERFORM,213.942,199.824,216.613,245.608
2008-03-18,1330.74,194.539993,2.655208590471503,2.76266180088387,OUTPERFORM,213.942,199.824,216.613,245.608
2008-03-19,1298.42,190.339996,-0.5286060123188108,-0.3559878472204292,OUTPERFORM,213.942,199.824,216.613,245.608
2008-03-20,1329.51,191.440002,3.095557502772195,2.346965479599583,UNDERPERFORM,213.942,199.824,216.613,245.608
2008-03-24,1349.88,190.899994,4.98121835701455,1.27857654839576,UNDERPERFORM,213.942,199.824,216.613,245.608
2008-03-25,1352.99,190.770004,4.645263084621742,2.536952928724223,UNDERPERFORM,213.942,199.824,216.613,245.608
2008-03-26,1341.13,191.740005,3.306886458172853,2.4306869765405636,UNDERPERFORM,213.942,199.824,216.613,245.608
2008-03-27,1325.76,192.789993,3.6884091975598388,2.887174648116808,UNDERPERFORM,213.942,199.824,216.613,245.608
2008-03-28,1315.22,191.889999,3.8312452139039443,2.303135809980539,UNDERPERFORM,213.942,199.824,216.613,245.608
2008-03-31,1322.7,193.039993,3.7786181681234154,2.2674285406714567,UNDERPERFORM,213.942,199.824,216.613,245.608
2008-04-01,1370.18,197.979996,7.236327207838955,3.790299344691994,UNDERPERFORM,213.942,199.824,216.613,245.608
2008-04-02,1367.53,199.360001,5.829592942268991,4.273235480169113,UNDERPERFORM,215.208,202.77200000000002,221.68,245.90200000000002
2008-04-03,1369.31,198.470001,8.088629976950523,4.966151311972156,UNDERPERFORM,215.208,202.77200000000002,221.68,245.90200000000002
2008-04-04,1370.4,199.389999,7.777367067502428,4.261657491590221,UNDERPERFORM,215.208,202.77200000000002,221.68,245.90200000000002
2008-04-07,1372.54,199.669998,7.090804113415405,3.6600577214219054,UNDERPERFORM,215.208,202.77200000000002,221.68,245.90200000000002
2008-04-08,1365.54,200.479996,4.986622382138561,3.457527626470891,UNDERPERFORM,215.208,202.77200000000002,221.68,245.90200000000002
2008-04-09,1354.49,200.490005,5.586087010749674,5.421186444149262,UNDERPERFORM,215.208,202.77200000000002,221.68,245.90200000000002
2008-04-10,1360.55,199.309998,6.4943095540005435,6.29299947450801,UNDERPERFORM,215.208,202.77200000000002,221.68,245.90200000000002
2008-04-11,1332.83,199.309998,4.537326075703141,7.904277216556022,OUTPERFORM,215.208,202.77200000000002,221.68,245.90200000000002
2008-04-14,1328.32,199.479996,7.397136227290746,9.316089638669212,OUTPERFORM,215.208,202.77200000000002,221.68,245.90200000000002
2008-04-15,1334.43,201.070007,7.415218423742886,12.379839731498322,OUTPERFORM,215.208,202.77200000000002,221.68,245.90200000000002
2008-04-16,1364.71,205.550003,7.644799217536025,12.169169440654848,OUTPERFORM,215.208,202.77200000000002,221.68,245.90200000000002
2008-04-17,1365.56,205.600006,11.518893271594344,15.785322912106437,OUTPERFORM,215.208,202.77200000000002,221.68,245.90200000000002
2008-04-18,1390.33,205.710007,12.847797149443196,15.043906549341823,OUTPERFORM,215.208,202.77200000000002,221.68,245.90200000000002
2008-04-21,1388.17,204.770004,11.138064929346303,13.15760172356757,OUTPERFORM,215.208,202.77200000000002,221.68,245.90200000000002
2008-04-22,1375.94,203.630005,9.925701046576663,11.000277094580714,OUTPERFORM,215.208,202.77200000000002,221.68,245.90200000000002
2008-04-23,1379.93,205.240005,15.697996143204485,15.524034886321413,UNDERPERFORM,215.208,202.77200000000002,221.68,245.90200000000002
2008-04-24,1388.82,203.759995,14.438035596572195,15.917622118088648,OUTPERFORM,215.208,202.77200000000002,221.68,245.90200000000002
2008-04-25,1397.84,204.330002,20.879634033500793,22.779716654004535,OUTPERFORM,215.208,202.77200000000002,221.68,245.90200000000002
2008-04-28,1396.37,203.940002,15.73629725406336,18.521528275407118,OUTPERFORM,215.208,202.77200000000002,221.68,245.90200000000002
2008-04-29,1390.94,202.809998,10.824807980367801,14.633732925997434,OUTPERFORM,215.208,202.77200000000002,221.68,245.90200000000002
2008-04-30,1385.59,203.089996,14.787629754202246,17.149281742332256,OUTPERFORM,215.208,202.77200000000002,221.68,245.90200000000002
2008-05-01,1409.34,205.199997,18.60934843715809,19.76187801475142,OUTPERFORM,215.208,202.77200000000002,221.68,245.90200000000002
2008-05-02,1413.9,207.389999,19.22892053935088,20.83551416315579,OUTPERFORM,217.463,206.12099999999998,226.87,246.40599999999998
2008-05-05,1407.49,204.600006,16.40037049901586,16.157605973416644,UNDERPERFORM,217.463,206.12099999999998,226.87,246.40599999999998
2008-05-06,1418.26,204.639999,16.89566213621041,17.27892322543059,OUTPERFORM,217.463,206.12099999999998,226.87,246.40599999999998
2008-05-07,1392.57,201.619995,25.862692286835,21.509072202516144,UNDERPERFORM,217.463,206.12099999999998,226.87,246.40599999999998
2008-05-08,1397.68,202.479996,19.832641722967193,20.52380714285715,OUTPERFORM,217.463,206.12099999999998,226.87,246.40599999999998
2008-05-09,1388.28,203.279999,19.57004805953182,20.512216881583576,OUTPERFORM,217.463,206.12099999999998,226.87,246.40599999999998
2008-05-12,1403.58,204.910004,25.962953656172584,24.80814516784635,UNDERPERFORM,217.463,206.12099999999998,226.87,246.40599999999998
2008-05-13,1403.04,203.960007,27.63843781556179,25.075120037248787,UNDERPERFORM,217.463,206.12099999999998,226.87,246.40599999999998
2008-05-14,1408.66,205.710007,33.28350159430025,33.21461576498661,UNDERPERFORM,217.463,206.12099999999998,226.87,246.40599999999998
2008-05-15,1423.57,205.139999,42.895716852534036,38.05774582563417,UNDERPERFORM,217.463,206.12099999999998,226.87,246.40599999999998
2008-05-16,1425.35,206.419998,44.714398846630246,41.62607066895367,UNDERPERFORM,217.463,206.12099999999998,226.87,246.40599999999998
2008-05-19,1426.63,208.789993,56.78631088447339,52.65773699911569,UNDERPERFORM,217.463,206.12099999999998,226.87,246.40599999999998
2008-05-20,1413.4,209.479996,57.18066768977559,61.051729627415185,OUTPERFORM,217.463,206.12099999999998,226.87,246.40599999999998
2008-05-21,1390.71,209.380005,38.606667663327855,41.798726349756855,OUTPERFORM,217.463,206.12099999999998,226.87,246.40599999999998
2008-05-22,1394.35,210.350006,39.71302892756585,44.16421097486916,OUTPERFORM,217.463,206.12099999999998,226.87,246.40599999999998
2008-05-23,1375.93,206.25,51.56084772647163,53.94089129544384,OUTPERFORM,217.463,206.12099999999998,226.87,246.40599999999998
2008-05-27,1385.35,207.770004,46.37638282810139,49.38884168264535,OUTPERFORM,217.463,206.12099999999998,226.87,246.40599999999998
2008-05-28,1390.84,207.710007,47.87517941629898,47.87839715827435,OUTPERFORM,217.463,206.12099999999998,226.87,246.40599999999998
2008-05-29,1398.26,209.149994,41.89770651512077,37.7981258255246,UNDERPERFORM,217.463,206.12099999999998,226.87,246.40599999999998
2008-05-30,1400.38,208.960007,46.628972305114935,42.9666128087955,UNDERPERFORM,217.463,206.12099999999998,226.87,246.40599999999998
2008-06-02,1385.67,206.809998,54.51615780905017,50.47292999893875,UNDERPERFORM,219.016,209.769,232.899,246.863
2008-06-03,1377.65,205.600006,51.705189899902,42.7579504858228,UNDERPERFORM,219.016,209.769,232.899,246.863
2008-06-04,1377.2,207.919998,57.07654230870127,49.19632355628354,UNDERPERFORM,219.016,209.769,232.899,246.863
2008-06-05,1404.05,210.25,65.39249870423598,56.22677728894667,UNDERPERFORM,219.016,209.769,232.899,246.863
2008-06-06,1360.68,204.830002,44.67469777035864,37.41446715972718,UNDERPERFORM,219.016,209.769,232.899,246.863
2008-06-09,1361.76,208.009995,46.41163758345965,44.16106805133746,UNDERPERFORM,219.016,209.769,232.899,246.863
2008-06-10,1358.44,208.240005,42.380697837730196,38.347063158462305,UNDERPERFORM,219.016,209.769,232.899,246.863
2008-06-11,1335.49,206.270004,37.857032258064514,39.31514709327497,OUTPERFORM,219.016,209.769,232.899,246.863
2008-06-12,1339.87,206.169998,38.65983648970299,38.84436060191392,OUTPERFORM,219.016,209.769,232.899,246.863
2008-06-13,1360.03,209.199997,35.225453641561025,37.767526331213965,OUTPERFORM,219.016,209.769,232.899,246.863
2008-06-16,1360.14,209.179993,42.75638401712902,43.48035053407271,OUTPERFORM,219.016,209.769,232.899,246.863
2008-06-17,1350.93,209.259995,49.29382901600212,49.47142500000001,OUTPERFORM,219.016,209.769,232.899,246.863
2008-06-18,1337.81,208.550003,43.697569254234736,41.774299451762076,UNDERPERFORM,219.016,209.769,232.899,246.863
2008-06-19,1342.83,210.240005,46.08522535655617,47.247518190555525,OUTPERFORM,219.016,209.769,232.899,246.863
2008-06-20,1317.93,206.979996,46.60770899382614,44.68055284049424,UNDERPERFORM,219.016,209.769,232.899,246.863
2008-06-23,1318.0,208.809998,54.64038484101843,50.09344846511821,UNDERPERFORM,219.016,209.769,232.899,246.863
2008-06-24,1314.29,208.059998,44.22302450372548,39.33832590832922,UNDERPERFORM,219.016,209.769,232.899,246.863
2008-06-25,1321.97,209.050003,51.37812181520458,44.28187207041117,UNDERPERFORM,219.016,209.769,232.899,246.863
2008-06-26,1283.15,203.389999,50.825741992359696,40.99826620450606,UNDERPERFORM,219.016,209.769,232.899,246.863
2008-06-27,1278.38,202.139999,48.80109879877084,39.889272664359865,UNDERPERFORM,219.016,209.769,232.899,246.863
2008-06-30,1280.0,206.740005,58.69473579806095,47.77699347149365,UNDERPERFORM,219.016,209.769,232.899,246.863
2008-07-01,1284.91,208.039993,70.7657753442135,56.23309308401645,UNDERPERFORM,219.016,209.769,232.899,246.863
2008-07-02,1261.52,206.809998,57.68408684674324,42.76542632358535,UNDERPERFORM,218.69,209.169,230.92,247.208
2008-07-03,1262.9,205.289993,48.26076237658634,39.7195962569739,UNDERPERFORM,218.69,209.169,230.92,247.208
2008-07-07,1252.31,203.520004,46.06071915930907,37.504230035275654,UNDERPERFORM,218.69,209.169,230.92,247.208
2008-07-08,1273.7,204.380005,43.48639149242972,37.324465667883274,UNDERPERFORM,218.69,209.169,230.92,247.208
2008-07-09,1244.69,206.210007,38.87909488529859,35.96861503445563,UNDERPERFORM,218.69,209.169,230.92,247.208
2008-07-10,1253.39,207.220001,53.562196003479514,46.197258141764564,UNDERPERFORM,218.69,209.169,230.92,247.208
2008-07-11,1239.49,205.5,46.0267904478034,41.94929496582731,UNDERPERFORM,218.69,209.169,230.92,247.208
2008-07-14,1228.3,202.830002,41.063922640512665,37.09361683866747,UNDERPERFORM,218.69,209.169,230.92,247.208
2008-07-15,1214.91,201.850006,43.73890821324626,42.96338490029912,UNDERPERFORM,218.69,209.169,230.92,247.208
2008-07-16,1245.36,198.0,42.15302430171104,37.100126535107705,UNDERPERFORM,218.69,209.169,230.92,247.208
2008-07-17,1260.32,194.820007,38.542376607672836,33.8325188100046,UNDERPERFORM,218.69,209.169,230.92,247.208
2008-07-18,1260.68,196.470001,41.86143337796935,37.19972424301099,UNDERPERFORM,218.69,209.169,230.92,247.208
2008-07-21,1260.0,198.800003,40.11832213869491,36.604139604233765,UNDERPERFORM,218.69,209.169,230.92,247.208
2008-07-22,1277.0,198.570007,46.178413214436965,37.59961870417321,UNDERPERFORM,218.69,209.169,230.92,247.208
2008-07-23,1282.19,194.009995,45.74812726632036,33.809220159693076,UNDERPERFORM,218.69,209.169,230.92,247.208
2008-07-24,1252.54,192.710007,44.20714507754124,35.10236143509788,UNDERPERFORM,218.69,209.169,230.92,247.208
2008-07-25,1257.76,191.520004,37.73407214349855,29.641920521002383,UNDERPERFORM,218.69,209.169,230.92,247.208
2008-07-28,1234.37,191.160004,36.4819442294509,33.29614299431998,UNDERPERFORM,218.69,209.169,230.92,247.208
2008-07-29,1263.2,191.919998,42.68931863365264,32.743114777381166,UNDERPERFORM,218.69,209.169,230.92,247.208
2008-07-30,1284.26,194.740005,44.64342028202009,34.82415003012809,UNDERPERFORM,218.69,209.169,230.92,247.208
2008-07-31,1267.38,193.770004,45.4034395328293,34.64665319584037,UNDERPERFORM,218.69,209.169,230.92,247.208
2008-08-01,1260.31,187.330002,46.011168265443246,32.39804606692891,UNDERPERFORM,218.69,209.169,230.92,247.208
2008-08-04,1249.01,185.050003,43.87029891147844,29.89610691230693,UNDERPERFORM,218.877,206.882,225.375,247.72299999999998
2008-08-05,1284.88,187.800003,47.21356553620532,31.145256239076602,UNDERPERFORM,218.877,206.882,225.375,247.72299999999998
2008-08-06,1289.19,187.070007,48.281613029375926,30.735909028888365,UNDERPERFORM,218.877,206.882,225.375,247.72299999999998
2008-08-07,1266.07,186.740005,42.152833917183145,28.414253588423243,UNDERPERFORM,218.877,206.882,225.375,247.72299999999998
2008-08-08,1296.32,189.309998,43.517298643786326,27.972694489345386,UNDERPERFORM,218.877,206.882,225.375,247.72299999999998
2008-08-11,1305.32,191.020004,40.08585533376261,26.260832069706062,UNDERPERFORM,218.877,206.882,225.375,247.72299999999998
2008-08-12,1289.59,187.050003,39.04684888673242,22.752327642987,UNDERPERFORM,218.877,206.882,225.375,247.72299999999998
2008-08-13,1285.83,188.490005,37.566063977746865,24.695686697653187,UNDERPERFORM,218.877,206.882,225.375,247.72299999999998
2008-08-14,1292.93,186.050003,42.605194948436555,25.16819446426397,UNDERPERFORM,218.877,206.882,225.375,247.72299999999998
2008-08-15,1298.2,187.190002,42.701680718454924,25.462470351122057,UNDERPERFORM,218.877,206.882,225.375,247.72299999999998
2008-08-18,1278.6,187.380005,43.60644690290334,26.80517014806334,UNDERPERFORM,218.877,206.882,225.375,247.72299999999998
2008-08-19,1266.69,187.570007,45.553053110564655,26.74505078907188,UNDERPERFORM,218.877,206.882,225.375,247.72299999999998
2008-08-20,1274.54,188.759995,46.19805228323335,30.170334120761822,UNDERPERFORM,218.877,206.882,225.375,247.72299999999998
2008-08-21,1277.72,190.75,51.636562151384965,33.27976988819768,UNDERPERFORM,218.877,206.882,225.375,247.72299999999998
2008-08-22,1292.2,191.190002,53.1514447578638,32.752393202266525,UNDERPERFORM,218.877,206.882,225.375,247.72299999999998
2008-08-25,1266.84,189.080002,49.01896202889002,28.64335769882591,UNDERPERFORM,218.877,206.882,225.375,247.72299999999998
2008-08-26,1271.51,191.240005,57.90839770497502,32.658157390173216,UNDERPERFORM,218.877,206.882,225.375,247.72299999999998
2008-08-27,1281.66,192.619995,52.53499000285633,31.814130164438147,UNDERPERFORM,218.877,206.882,225.375,247.72299999999998
2008-08-28,1300.68,193.779999,57.18187311178249,32.698760752576604,UNDERPERFORM,218.877,206.882,225.375,247.72299999999998
2008-08-29,1282.83,190.179993,54.19556463729789,29.868881728095033,UNDERPERFORM,218.877,206.882,225.375,247.72299999999998
2008-09-02,1277.58,187.509995,52.716449310876534,25.098402996186575,UNDERPERFORM,216.995,205.545,222.733,247.995
2008-09-03,1274.98,184.710007,50.75853424932897,22.80433620625395,UNDERPERFORM,216.995,205.545,222.733,247.995
2008-09-04,1236.83,182.479996,41.49915912549049,20.47269742871396,UNDERPERFORM,216.995,205.545,222.733,247.995
2008-09-05,1242.31,178.919998,46.994580779515815,19.049841196013674,UNDERPERFORM,216.995,205.545,222.733,247.995
2008-09-08,1267.79,183.25,53.50777352642031,24.90627173100737,UNDERPERFORM,216.995,205.545,222.733,247.995
2008-09-09,1224.51,177.570007,48.346336499321566,20.419095734886227,UNDERPERFORM,216.995,205.545,222.733,247.995
2008-09-10,1232.04,178.809998,46.932058055360095,20.20032536301175,UNDERPERFORM,216.995,205.545,222.733,247.995
2008-09-11,1249.05,180.960007,50.084712158898384,20.70438194642985,UNDERPERFORM,216.995,205.545,222.733,247.995
2008-09-12,1251.7,183.449997,47.981320565112014,21.699609204603654,UNDERPERFORM,216.995,205.545,222.733,247.995
2008-09-15,1192.7,177.660004,37.31291733824544,16.720317869770508,UNDERPERFORM,216.995,205.545,222.733,247.995
2008-09-16,1213.6,175.779999,39.511892308222876,16.65782264802733,UNDERPERFORM,216.995,205.545,222.733,247.995
2008-09-17,1156.39,166.419998,39.80245659848156,13.84594744097436,UNDERPERFORM,216.995,205.545,222.733,247.995
2008-09-18,1206.51,172.070007,44.71058123635665,18.375072795988757,UNDERPERFORM,216.995,205.545,222.733,247.995
2008-09-19,1255.08,176.919998,50.27478777284209,22.844044637021387,UNDERPERFORM,216.995,205.545,222.733,247.995
2008-09-22,1207.09,173.360001,45.98834115427408,20.707427263174626,UNDERPERFORM,216.995,205.545,222.733,247.995
2008-09-23,1188.22,171.339996,50.56578430502934,25.450280781223,UNDERPERFORM,216.995,205.545,222.733,247.995
2008-09-24,1185.87,171.630005,50.41094847923695,27.30306785995049,UNDERPERFORM,216.995,205.545,222.733,247.995
2008-09-25,1209.18,176.139999,55.23403599763781,29.82017105499113,UNDERPERFORM,216.995,205.545,222.733,247.995
2008-09-26,1213.27,174.490005,57.55730147393028,32.029358140757935,UNDERPERFORM,216.995,205.545,222.733,247.995
2008-09-29,1106.42,165.929993,48.84640738299275,28.707722288360582,UNDERPERFORM,216.995,205.545,222.733,247.995
2008-09-30,1166.36,168.0,50.86012882530977,25.899278688559967,UNDERPERFORM,216.995,205.545,222.733,247.995
2008-10-01,1161.06,168.679993,51.79239116224343,27.933246358744945,UNDERPERFORM,216.995,205.545,222.733,247.995
2008-10-02,1114.28,164.179993,48.01216742159584,26.662551560814364,UNDERPERFORM,213.153,203.687,219.232,248.486
2008-10-03,1099.23,163.070007,49.53679141329632,27.68773649430536,UNDERPERFORM,213.153,203.687,219.232,248.486
2008-10-06,1056.89,154.419998,50.807625353157725,25.616202716993406,UNDERPERFORM,213.153,203.687,219.232,248.486
2008-10-07,996.23,148.589996,43.06865997443741,25.36066586822465,UNDERPERFORM,213.153,203.687,219.232,248.486
2008-10-08,984.94,145.75,38.16544390982928,20.703933747412016,UNDERPERFORM,213.153,203.687,219.232,248.486
2008-10-09,909.92,136.770004,33.311845286059636,17.540394314709573,UNDERPERFORM,213.153,203.687,219.232,248.486
2008-10-10,899.22,130.070007,31.584184494717448,11.456735513026617,UNDERPERFORM,213.153,203.687,219.232,248.486
2008-10-13,1003.35,147.660004,48.308279012017216,29.74255917305262,UNDERPERFORM,213.153,203.687,219.232,248.486
2008-10-14,998.01,145.910004,38.68954974986103,25.223144315734913,UNDERPERFORM,213.153,203.687,219.232,248.486
2008-10-15,907.84,133.979996,25.851170012199187,15.60962736741416,UNDERPERFORM,213.153,203.687,219.232,248.486
2008-10-16,946.43,139.080002,26.066281269147762,18.265309834444054,UNDERPERFORM,213.153,203.687,219.232,248.486
2008-10-17,940.55,140.46000700000002,24.320930539951103,17.80592423536216,UNDERPERFORM,213.153,203.687,219.232,248.486
2008-10-20,985.4,151.779999,30.708724084415493,24.11480722777981,UNDERPERFORM,213.153,203.687,219.232,248.486
2008-10-21,955.05,146.160004,22.738138076389248,17.341045557820255,UNDERPERFORM,213.153,203.687,219.232,248.486
2008-10-22,896.78,137.440002,12.894819663876111,7.190766594987008,UNDERPERFORM,213.153,203.687,219.232,248.486
2008-10-23,908.11,144.020004,15.824447732258573,10.972418793130046,UNDERPERFORM,213.153,203.687,219.232,248.486
2008-10-24,876.77,139.360001,14.082546126421525,8.064511038681932,UNDERPERFORM,213.153,203.687,219.232,248.486
2008-10-27,848.92,134.580002,3.1594808729888735,0.3205426904454578,UNDERPERFORM,213.153,203.687,219.232,248.486
2008-10-28,940.51,149.059998,16.671215203691748,13.66478506683535,UNDERPERFORM,213.153,203.687,219.232,248.486
2008-10-29,930.09,144.28999299999995,14.278517717599648,10.296579482678014,UNDERPERFORM,213.153,203.687,219.232,248.486
2008-10-30,954.09,150.520004,14.555867732872274,13.29218942275936,UNDERPERFORM,213.153,203.687,219.232,248.486
